entity,name,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
participant,p22616_a9,integer,,data_coding_7,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22616,,,,Breathing problems during period of job | Array 9,
participant,p100910_i2,integer,,data_coding_100002,,,Online follow-up > Diet by 24-hour recall > Cereal yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100910,,,,Intake of artificial sweetener added to cereal | Instance 2,
participant,p20198_i0_a77,integer,,data_coding_500,,,Online follow-up > Cognitive function online > Symbol digit substitution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20198,,,,Test array presented | Instance 0 | Array 77,
participant,p10140_i0_a1,integer,,data_coding_92,,,UK Biobank Assessment Centre > Cognitive function > Reaction time,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10140,,,,Index for card B in round (pilot) | Instance 0 | Array 1,
participant,p4256_i2_a13,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4256,,,,Time elapsed | Instance 2 | Array 13,milliseconds
participant,p93_i1_a1,integer,,,,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=93,,,,"Systolic blood pressure, manual reading | Instance 1 | Array 1",mmHg
participant,p20111_i0_a6,integer,,data_coding_1010,,,UK Biobank Assessment Centre > Touchscreen > Family history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 0 | Array 6,
participant,p20006_i1_a1,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20006,,,,Interpolated Year when cancer first diagnosed | Instance 1 | Array 1,years
participant,p6218_i1,integer,,,,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6218,,,,"Impedance of whole body, manual entry | Instance 1",ohm
participant,p20014_i1_a17,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Operations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20014,,,,Method of recording time when operation occurred | Instance 1 | Array 17,
participant,p40008_i11,float,,,,,Health-related outcomes > Cancer register,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=40008,,,,Age at cancer diagnosis | Instance 11,
participant,p22615_a12,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22615,,,,Workplace had a lot of diesel exhaust | Array 12,
participant,p4146_i2,float,,,,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4146,,,,"Heel broadband ultrasound attenuation (BUA), manual entry (right) | Instance 2",dB/MHz
participant,p25040_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25040,,,,Median BOLD effect (in group-defined mask) for shapes activation | Instance 2,percent
participant,p5188_i1,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5188,,,,Duration visual-acuity screen displayed (left) | Instance 1,seconds
participant,p4147_i0,float,,,,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4147,,,,"Speed of sound through heel, manual entry (right) | Instance 0",m/s
participant,p90111,float,,,,,Additional exposures > Physical activity measurement > Acceleration intensity distribution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=90111,,,,Fraction acceleration <= 20 milli-gravities,Fraction
participant,p4239_i2_a14,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4239,,,,Number of times 'clear' was pressed (left) | Instance 2 | Array 14,
participant,p5090_i1_a7,string,,data_coding_1204,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5090,,,,Refractometry result unreliable (left) | Instance 1 | Array 7,
participant,p5163_i1_a4,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5163,,,,3mm regularity index (left) | Instance 1 | Array 4,
participant,p30294_i0,integer,,data_coding_2226,,,Biological samples > Blood assays > Blood count > Blood count processing,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30294,,,,High light scatter reticulocyte percentage acquisition route | Instance 0,
participant,p25278_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25278,,,,Mean L2 in sagittal stratum on FA skeleton (right) | Instance 2,AU
participant,p20012_i1_a1,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20012,,,,Method of recording time when cancer first diagnosed | Instance 1 | Array 1,
participant,p20014_i1_a16,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Operations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20014,,,,Method of recording time when operation occurred | Instance 1 | Array 16,
participant,p5100_i0_a2,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5100,,,,3mm weak meridian angle (right) | Instance 0 | Array 2,degrees
participant,p397_i2_a2,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Pairs matching,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=397,,,,Number of rows displayed in round | Instance 2 | Array 2,
participant,p3166_i0_a1,datetime,,data_coding_272,,,UK Biobank Assessment Centre > Biological sampling > Blood sample collection,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3166,,,,Time blood sample collected | Instance 0 | Array 1,
participant,p90102,float,,,,,Additional exposures > Physical activity measurement > Acceleration intensity distribution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=90102,,,,Fraction acceleration <= 11 milli-gravities,Fraction
participant,p22610_a11,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22610,,,,Workplace full of chemical or other fumes | Array 11,
participant,p402_i1_a10,integer,,data_coding_92,,,UK Biobank Assessment Centre > Cognitive function > Reaction time,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=402,,,,Index for card B in round | Instance 1 | Array 10,
participant,p5115_i1_a1,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5115,,,,3mm cylindrical power angle (right) | Instance 1 | Array 1,
participant,p22641_a5,float,,data_coding_488,,,Online follow-up > Work environment > Employment history,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22641,,,,Period spent working mix of day and night shifts | Array 5,years
participant,p4254_i1_a6,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4254,,,,Time first key touched | Instance 1 | Array 6,milliseconds
participant,p20008_i1_a19,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20008,,,,Interpolated Year when non-cancer illness first diagnosed | Instance 1 | Array 19,years
participant,p4674_i2,integer,,data_coding_100511,,,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Other sociodemographic factors,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4674,,,,Private healthcare | Instance 2,
participant,p6140_i1,integer,,data_coding_100289,,,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6140,,,,Heating type(s) in home | Instance 1,
participant,p10133_i0_a1,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Pairs matching,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=10133,,,,Number of columns displayed in round (pilot) | Instance 0 | Array 1,
participant,p103080_i4,integer,,data_coding_100016,,,Online follow-up > Diet by 24-hour recall > Meat/fish yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103080,,,,Ham intake | Instance 4,Slice
participant,p104530_i1,integer,,data_coding_100004,,,Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104530,,,,Orange intake | Instance 1,Whole fruit
participant,p5075_i1_a10,integer,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5075,,,,Number of letters shown in round (right) | Instance 1 | Array 10,
participant,p4255_i1_a2,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4255,,,,Time last key touched | Instance 1 | Array 2,milliseconds
participant,p1598_i2,integer,,data_coding_100291,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1598,,,,Average weekly spirits intake | Instance 2,measures
participant,p20008_i1_a26,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20008,,,,Interpolated Year when non-cancer illness first diagnosed | Instance 1 | Array 26,years
participant,p5985_i1_a66,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5985,,,,Bicycle speed | Instance 1 | Array 66,revolutions/minute
participant,p4144_i1,float,,,,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4144,,,,"Heel quantitative ultrasound index (QUI), manual entry (right) | Instance 1",
participant,p3466_i0,integer,,data_coding_100356,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3466,,,,Time from waking to first cigarette | Instance 0,
participant,p23098_i1,float,,,,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body composition by impedance,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23098,,,,Weight | Instance 1,Kg
participant,p30505_i0,string,,data_coding_198,,,Biological samples > Urine assays,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30505,,,,Microalbumin in urine result flag | Instance 0,
participant,p4250_i2_a9,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4250,,,,Number of digits to be memorised/recalled | Instance 2 | Array 9,
participant,p30062_i1,datetime,,,,,Biological samples > Blood assays > Blood count > Blood count processing,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30062,,,,Mean corpuscular haemoglobin concentration acquisition time | Instance 1,
participant,p6072_i1,integer,,data_coding_100274,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Retinal optical coherence tomography,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6072,,,,OCT measured (left) | Instance 1,
participant,p5983_i1_a106,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5983,,,,"ECG, heart rate | Instance 1 | Array 106",
participant,p2654_i1,integer,,data_coding_100389,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654,,,,Non-butter spread type details | Instance 1,
participant,p924_i2,integer,,data_coding_100313,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=924,,,,Usual walking pace | Instance 2,
participant,p22611_a6,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22611,,,,Workplace had a lot of cigarette smoke from other people smoking | Array 6,
participant,p30404_i1,integer,,,,,Biological samples > Sample inventory > Blood sample inventory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30404,,,,Volume of ACD held by UKB | Instance 1,microlitres
participant,p22609_a22,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22609,,,,Workplace very dusty | Array 22,
participant,p22607_a34,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22607,,,,Workplace very cold | Array 34,
participant,p20107_i1_a1,integer,,data_coding_1010,,,UK Biobank Assessment Centre > Touchscreen > Family history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1 | Array 1,
participant,p20008_i0_a13,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20008,,,,Interpolated Year when non-cancer illness first diagnosed | Instance 0 | Array 13,years
participant,p103230_i1,integer,,data_coding_100004,,,Online follow-up > Diet by 24-hour recall > Meat/fish yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103230,,,,Other fish intake | Instance 1,Serving
participant,p20107_i0_a3,integer,,data_coding_1010,,,UK Biobank Assessment Centre > Touchscreen > Family history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0 | Array 3,
participant,p1598_i0,integer,,data_coding_100291,,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1598,,,,Average weekly spirits intake | Instance 0,measures
participant,p22131,integer,,data_coding_7,,,Online follow-up > Work environment > Medical information,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22131,,,,Doctor diagnosed cystic fibrosis,
participant,p102270_i0,integer,,data_coding_100005,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102270,,,,White chocolate intake | Instance 0,Bar (~50g)
participant,p40019_i7,integer,,data_coding_262,,,Health-related outcomes > Cancer register,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=40019,,,,Cancer record format | Instance 7,
participant,p102310_i4,integer,,data_coding_100005,,,Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102310,,,,Chocolate sweet intake | Instance 4,Handful
participant,p4244_i0_a13,float,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4244,,,,"Mean signal-to-noise ratio (SNR), (right) | Instance 0 | Array 13",
participant,p5087_i0_a8,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5087,,,,Cylindrical power (right) | Instance 0 | Array 8,diopters
participant,p22603_a31,integer,,data_coding_100698,,,Online follow-up > Work environment > Employment history,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22603,,,,Year job ended | Array 31,calendar year
participant,p5984_i1_a101,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5984,,,,"ECG, load | Instance 1 | Array 101",Watts
participant,p41230,string,,data_coding_239,,,Health-related outcomes > Hospital inpatient > Summary Administration,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41230,,,,PCT where patients GP was registered,
participant,p100400_i0,integer,,data_coding_100007,,,Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100400,,,,Standard tea intake | Instance 0,Mug/Cup
participant,p41221,string,,data_coding_216,,,Health-related outcomes > Hospital inpatient > Summary Maternity,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41221,,,,Delivery methods,
participant,p5079_i1_a15,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5079,,,,logMAR in round (right) | Instance 1 | Array 15,
participant,p4250_i0_a2,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4250,,,,Number of digits to be memorised/recalled | Instance 0 | Array 2,
participant,p25326_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25326,,,,Mean L3 in sagittal stratum on FA skeleton (right) | Instance 2,AU
participant,p5116_i1_a1,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5116,,,,3mm cylindrical power (right) | Instance 1 | Array 1,diopters
participant,p100840_i2,integer,,data_coding_100001,,,Online follow-up > Diet by 24-hour recall > Cereal yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100840,,,,Bran cereal intake | Instance 2,Bowl
participant,p4230_i1_a8,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4230,,,,Signal-to-noise-ratio (SNR) of triplet (left) | Instance 1 | Array 8,
participant,p5984_i0_a24,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5984,,,,"ECG, load | Instance 0 | Array 24",Watts
participant,p20110_i2_a6,integer,,data_coding_1010,,,UK Biobank Assessment Centre > Touchscreen > Family history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2 | Array 6,
participant,p5206_i0,float,,,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Visual acuity,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5206,,,,"logMAR, initial (left) | Instance 0",
participant,p20014_i0_a20,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Operations,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20014,,,,Method of recording time when operation occurred | Instance 0 | Array 20,
participant,p103140_i3,integer,,data_coding_100010,,,Online follow-up > Diet by 24-hour recall > Meat/fish yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103140,,,,Fish consumer | Instance 3,
participant,p25385_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25385,,,,Mean ICVF in superior longitudinal fasciculus on FA skeleton (left) | Instance 2,AU
participant,p5164_i1_a4,integer,,data_coding_33,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5164,,,,3mm regularity index for irregular astigmatism level (right) | Instance 1 | Array 4,
participant,p5986_i1_a113,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5986,,,,"ECG, phase time | Instance 1 | Array 113",seconds
participant,p22684_i0,integer,,data_coding_55,,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22684,,,,Quality control indicator for IMT at 210 degrees | Instance 0,
participant,p25298_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25298,,,,Mean L3 in genu of corpus callosum on FA skeleton | Instance 2,AU
participant,p22612_a16,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22612,,,,Worked with materials containing asbestos | Array 16,
participant,p5142_i0_a1,string,,data_coding_1208,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5142,,,,6mm asymmetry index unreliable (left) | Instance 0 | Array 1,
participant,p68_i1,integer,,,,,UK Biobank Assessment Centre > Biological sampling > Blood sample collection,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=68,,,,Number of blood samples taken | Instance 1,
participant,p20099_i3,integer,,data_coding_83,,,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20099,,,,Thickness of butter/margarine spread on baguettes | Instance 3,
participant,p90139,float,,,,,Additional exposures > Physical activity measurement > Acceleration intensity distribution,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=90139,,,,Fraction acceleration <= 400 milli-gravities,Fraction
participant,p20097_i0,integer,,data_coding_82,,,Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20097,,,,Size of rose wine glass drunk | Instance 0,
participant,p4234_i1_a13,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4234,,,,Time to press first digit (left) | Instance 1 | Array 13,deciseconds
participant,p20009_i1_a28,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20009,,,,Interpolated Age of participant when non-cancer illness first diagnosed | Instance 1 | Array 28,years
participant,p25453_i2,float,,,,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=25453,,,,Mean ISOVF in superior cerebellar peduncle on FA skeleton (left) | Instance 2,AU
participant,p23216_i2,float,,,,,"UK Biobank Assessment Centre > Imaging > DXA assessment > Bone size, mineral and density by DXA",,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23216,,,,Femur upper neck BMD (bone mineral density) (right) | Instance 2,g/cm2
participant,p20011_i1_a13,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20011,,,,Interpolated Age of participant when operation took place | Instance 1 | Array 13,years
participant,p5152_i0_a3,integer,,data_coding_33,,,UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5152,,,,3mm asymmetry index for irregular astigmatism level (right) | Instance 0 | Array 3,
participant,p100018_i2,float,,,,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100018,,,,Retinol | Instance 2,ug
participant,p90036,float,,,,,Additional exposures > Physical activity measurement > Acceleration averages,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=90036,,,,Average acceleration 09:00 - 09:59,milli-gravity
participant,p30170_i1,float,,,,,Biological samples > Blood assays > Blood count,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30170,,,,Nucleated red blood cell count | Instance 1,10^9 cells/Litre
participant,p20132_i0_a2,integer,,,,,Online follow-up > Cognitive function online > Pairs matching,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20132,,,,Number of incorrect matches in round | Instance 0 | Array 2,
participant,p22614_a25,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22614,,,,Worked with pesticides | Array 25,
participant,p100025_i2,float,,,,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100025,,,,Vitamin E | Instance 2,mg
participant,p1920_i0,integer,,data_coding_100349,,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1920,,,,Mood swings | Instance 0,
participant,p4250_i1_a11,integer,,,,,UK Biobank Assessment Centre > Cognitive function > Numeric memory,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4250,,,,Number of digits to be memorised/recalled | Instance 1 | Array 11,
participant,p92_i0_a12,integer,,data_coding_37,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=92,,,,Operation year/age first occurred | Instance 0 | Array 12,
participant,p84_i1_a4,integer,,data_coding_37,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=84,,,,Cancer year/age first occurred | Instance 1 | Array 4,
participant,p22606_a15,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22606,,,,Workplace very noisy | Array 15,
participant,p6032_i0,integer,,,,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6032,,,,Maximum workload during fitness test | Instance 0,Watts
participant,p103180_i1,integer,,data_coding_100004,,,Online follow-up > Diet by 24-hour recall > Meat/fish yesterday,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103180,,,,Battered fish intake | Instance 1,Serving
participant,p22612_a19,integer,,data_coding_493,,,Online follow-up > Work environment > Employment history,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22612,,,,Worked with materials containing asbestos | Array 19,
participant,p20013_i2_a0,integer,,data_coding_14,,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20013,,,,Method of recording time when non-cancer illness first diagnosed | Instance 2 | Array 0,
participant,p4233_i2_a9,float,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4233,,,,"Mean signal-to-noise ratio (SNR), (left) | Instance 2 | Array 9",
participant,p20011_i0_a19,float,,data_coding_13,,,UK Biobank Assessment Centre > Verbal interview > Operations,,yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20011,,,,Interpolated Age of participant when operation took place | Instance 0 | Array 19,years
participant,p4241_i0_a3,integer,,,,,UK Biobank Assessment Centre > Physical measures > Hearing test,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4241,,,,Signal-to-noise-ratio (SNR) of triplet (right) | Instance 0 | Array 3,
participant,p12254_i2,integer,,data_coding_7,,,UK Biobank Assessment Centre > Imaging > DXA assessment,,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=12254,,,,DXA measurement completed | Instance 2,
